"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel ama bir numara büyük alınmalı",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Rahat bir ayakkabı hafif yağışlı günlerde de kurtarıcı memnunum",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Bu modeli uzun süredir kullanıyorum, işim gereği bütün gün ayakta ve hareket halindeyim. Tempoma uyan nadir ayakkabılardan. Oldukça memnunum.",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Üründen iki çift aldım. Hem model olarak hem de hafifliğiyle tam istediğim gibi. Uzun yürüyüşlerde ve uzun bisiklet sürüşlerimde son derece rahat oluyor. Tek dikkat edilmesi gereken tarafı biraz küçük ve yarımlı bedenleri yok. Dolayısıyla tam beden denk gelmedikçe biraz büyük olacak şekilde giymek gerekiyor.",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","fiyat performans ürünü,yağmurda rahatlıkla giyilebilir.",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Oğlum okulda kullanmak için kullanıyor. Rahat ve kullanışlı",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Güzel",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Fiyat performans ürünü. 2 aydır aktif kullanıyorum açılma vs yapmadı. Aldığım kalitede. Mağazada deneyip almıştım. Ön tarafı taraklı ayaklar için uygun ve geniş. Normalde 39 giyiyorum. 40 aldım yarım numara kadar büyük geliyor. Rahat olmasını istediğim için böyle aldım. Rengi tamamen simsiyah. Tabanı yakından aşırı kaliteli durmuyor ama kötü değil. Fiyata göre uygun. Yaz bahar ayakkabısı. Günlük kullanım için alabilirsiniz.",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Oğlum giyiyor gayet memnun",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","rahat",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Bu fiyata bu kadar rahat ve hafif bir ürün tek kelimeyle muazzam.",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 7 ile 12 ay arası tarihinden beri","hissetmiyorsun ayakkabıyı",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Çok rahat bir ayakkabı kalıp olarak tam numara denk geliyor fiyat performans ürünü",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Rahat bir ürün",""
"11","https://www.decathlon.com.tr/r/kadin-spor-ayakkabi-siyah-klnj-be-d/_/R-p-347083?mc=8803408&c=S%C4%B0YAH","yuruyus_ayakkabisi","Decathlon","1450","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Kaliteli",""
