"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Rahat",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","çocuklar için hem okulda hem spor yaparken ideal, hafif ve sağlam",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Biraz daha dayanıklı olabilirdi.",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel ayakkabı",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","""Fast"" ibaresinin hakkını veriyor; ayakkabı oldukça hafif. Bu, çocuğumun koşarken veya oyun oynarken ayaklarında ekstra bir ağırlık hissetmemesini sağlıyor.",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Yaz antrenmanı için pistte giyebileceği ayakkabı modelleri arasından seçtiğimiz bu ayakkabıyı oğlum tartan pistte ve toprak pistte kullandı. Çok memnun kaldı.",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kullanımı güzel rahat bir ayakkabı",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Ürünü oğlum için aldım uzun süre kullandı kaliteli ürün",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Çocuğum yaptığı antremanlarda çok memnun",""
"13","https://www.decathlon.com.tr/r/cocuk-kosu-ayakkabisi-siyah-beyaz-kiprun-k500-fast/_/R-p-338409?mc=8826358&c=MAV%C4%B0","kosu","Kiprun","2250","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ürün kaliteli, rahat ve kayma yapmıyor. Fiyatı biraz daha uygun olsa daha mutlu olurduk ama en azından fiyatını hak eden bir ürün.",""
