SIRA NO,URUN NO,LINK-AD,SPOR DALI,MARKA,FIYAT,TUM YILDIZ,TUM YORUM
1,334688,https://www.decathlon.com.tr/p/cocuk-demi-point-deri-dans-ayakkabisi-tam-tabanli-pembe/_/R-p-334688?mc=8651716&c=PEMBE,bale,Domyos,₺850,,1089
2,305192,https://www.decathlon.com.tr/p/kadin-bez-demi-point-dans-ayakkabisi-cift-tabanli-siyah/_/R-p-305192?mc=8603891&c=BEJ,bale,Starever,₺1.150,,763
3,306371,https://www.decathlon.com.tr/p/bale-ayakkabisi-esnek-taban-baslangic-seviyesi-bej/_/R-p-306371?mc=8543166&c=BEJ,bale,Domyos,₺2.050,,76
