SIRA NO,URUN NO,LINK-AD,SPOR DALI,MARKA,FIYAT,TUM YILDIZ,TUM YORUM
1,337594,https://www.decathlon.com.tr/p/masa-tenisi-ayakkabisi-mavi-pembe-tts-900/_/R-p-337594?mc=8796866&c=PEMBE_MAV%C4%B0,masa_tenisi,Pongori,₺3.050,,139
2,330294,https://www.decathlon.com.tr/p/masa-tenisi-ayakkabisi-beyaz-gumus-tts-500-new/_/R-p-330294?mc=8615140&c=GR%C4%B0_BEYAZ,masa_tenisi,Pongori,₺2.050,,511
3,326223,https://www.decathlon.com.tr/p/masa-tenisi-ayakkabisi-mavi-beyaz-tts-560/_/R-p-326223?mc=8640567&c=BEYAZ_MAV%C4%B0,masa_tenisi,Pongori,₺2.990,,638
