SIRA NO,URUN NO,LINK-AD,SPOR DALI,MARKA,FIYAT,TUM YILDIZ,TUM YORUM
1,9713,https://www.decathlon.com.tr/p/erkek-spor-ayakkabi-gri-ekiden-one/_/R-p-9713?mc=8351755&c=GR%C4%B0_BEYAZ,fitness_kardiyo,Decathlon,₺1.090,,9974
2,9711,https://www.decathlon.com.tr/p/kadin-kosu-ayakkabisi-gri-ekiden-one/_/R-p-9711?mc=8351800&c=MAV%C4%B0,fitness_kardiyo,Decathlon,₺1.090,,3443
3,332953,https://www.decathlon.com.tr/p/kadin-spor-ayakkabi-gri-520/_/R-p-332953?mc=8841659&c=S%C4%B0YAH_BEYAZ,fitness_kardiyo,Domyos,₺2.650,,595
4,334532,https://www.decathlon.com.tr/p/erkek-spor-ayakkabi-100-3-0-fitness-kardiyo/_/R-p-334532?mc=8767676&c=S%C4%B0YAH_BEYAZ,fitness_kardiyo,Domyos,₺1.990,,369
5,332952,https://www.decathlon.com.tr/p/kadin-koyu-pembe-spor-ayakkabi-500-cushion-max-fitness-kardiyo/_/R-p-332952?mc=8843909&c=S%C4%B0YAH,fitness_kardiyo,Domyos,₺1.750,,344
6,334541,https://www.decathlon.com.tr/p/erkek-spor-ayakkabi-520-fitness/_/R-p-334541?mc=8842209&c=BEJ,fitness_kardiyo,Domyos,₺2.690,,269
7,371993,https://www.decathlon.com.tr/p/erkek-spor-ayakkabi-siyah-essential-icon/_/R-p-371993?mc=8961429&c=S%C4%B0YAH,fitness_kardiyo,Decathlon,₺1.150,,96
8,372134,https://www.decathlon.com.tr/p/erkek-fitness-ayakkabisi-beyaz-energy/_/R-p-372134?mc=8973856&c=S%C4%B0YAH_BEYAZ_SARI,fitness_kardiyo,Domyos,₺2.650,,86
9,362811,https://www.decathlon.com.tr/p/kadin-spor-ayakkabi-beyaz-energy/_/R-p-362811?mc=8937433&c=GR%C4%B0_BEYAZ,fitness_kardiyo,Domyos,₺2.250,,81
