"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Gayet güzel şuan numaraniza göre alin",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Gayet iyi profesyonel bir tırmanış ayakkabısı",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Her yönüyle fiyat performans ayakkabısıydı daha ucuz olabilir tabiki ama en önemli eksik yarım numaraların Türkiye'ye gelmiyor olması.",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Beklediğimden iyi çıktı",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Boulder yaparken ihtiyacımı karşılıyor ayak yapıma uygun 2 adet aldım 
Fiyatı biraz yüksek",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Neredeyse 3 aydır tırmanış sporu yapmaktayım bunu da 1 ay gibi bi süre kullandım. İlk aldığım 1 numara küçüğüydü ama ayakkabıyı giyemiyordum bile neredeyse ayağımı normalinden çok çok sıkıyordu başka modellerin küçük numaraları bu kadar küçük olmuyordu ben de kendi numaramla değiştirdim. Bu haliyle ayağımı çok iyi kavradı sadece topuk kısmında biraz boşluk var ama zaten sert olduğu için beni hiç etkilemedi rahatça kullanabiliyorum. Tırmanırken ne kadar sağlam bastığımı ve tutuşunun ne kadar iyi olduğunu fark ettim gerçekten tırmanırken güven veriyor ve amatör biri olarak oldukça tatmin etti. Sadece giyerken ayağımın arkasını biraz acıtıyor ama haftada 2-3 gün tırmandığım için çok da zorlayacak bir şey değil. Genel olarak performansından tamamen memnunum gayet güzel bir ayakkabı.",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","ürün tam bir fiyat performans ürünü, tutuş hassasiyeti harika, Decathlon çalışanı Semih'in teknik bilgisi ve güler yüzlü yaklaşımı için teşekkür ederim",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Ayakkabı gerçekten kaliteli ve güzel ama ""şahsi fikrim"" 42,5-43 ayakkabı giyen biriyim, 43 aldım ayağım içine dahi girmedi. Mağazadan gidip ayağınıza bakıp almıyorsanız büyük risk. ""Küçük alınır, şu bu..."" kişiye göre değişir. Ben ayağına tam otursun ne bol ne de dapdar olmasın isterim. O sebepten mecburen iade/değişim yapıp 44 isteyeceğim. Ama modeli çok beğendim gerçekten güzel 👍🏻",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","SCARPA dragon modelinin aynısını yapmış tebrik ederim. Bu fiyata performansı çok iyi özellik ayakkabının lateks ve sayası çok başarılı tabanı zaten vibram xgirp kavrama tutunma sürtünme becerisi güzel VII/VII - rotalarda denedime fırsatım oldu şimdilik tabii. Tendona baskıyı la sportiva gibi P3 sistemiyle yapmıyor tam aynı hissiyatı vermiyor fakat yinede parmak bölgesindeki kuvveti ciddi oranda destekleyen band sistemi işini yapıyor. Numaralarında ara numaralar yok maalesef eğer düzenli haftada 2-3 tırmanış yapıyorsanız 0.5/1 numara küçüğünü alabilirsiniz acıya alışıksınızdır yok hafta bir tırmanıyorsanız ayak numaranızı alın diyebilirim.",""
"2","https://www.decathlon.com.tr/r/kaya-tirmanisi-ayakkabisi-beyaz-siyah-edge-soft/_/R-p-346802?mc=8801502&c=S%C4%B0YAH_MAV%C4%B0","tirmanis_dagcilik","Simond","5690","4.3","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Ayakkabı güzel gerçekten. Normalde 41 giyerim, bu ayakkabıda 40 alabildim en düşük. Fakat bir numara daha düşük almak isterdim. Sanırım buraya gelmemiş…",""
