"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Staj için hastanede kullanmalık rahat bir ayakkabı arıyordum ve tam istediğim gibi tabanı özellikle çok rahat 10 saat ayakta durmama rağmen asla ağrı olmuyor",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ürün okadar rahat ve kullanışlı ki ayağınıza tam oturuyor ve yokmuş gibi mükemmel ötesi rahatlıkla kullanabilirsiniz tavsiye ediyorum",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çok rahat bir ayakkabı ama bez olduğu için yırtılabiliyor",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","hafif ve dayanıklı, yürüyüşlerde gayet rahat, ayağı sıkmıyor. Beklenti ve fiyat konusunda tatminkar. biraz renk ve desen katılmasını isterdim",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","3","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Görünüşü çok güzel fakat kullanımı rahat değil tabanı daha iyi olabilir",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel ama fiyat daha makul olabilir",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ayakta yok gibi inanılmaz derecede rahat",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 1 yıldan daha fazla tarihinden beri","Kızım için aldım. Devamlı giydi. Çok sevmesinin sebebi ayağını bileğini kavraması hoşuna gidiyor du. Bence fiyatı çok uygun.",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Fp ürün",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 1 yıldan daha fazla tarihinden beri","Eşime aldım severek kullanıyor",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Kardeşime aldım çok rahat bir ayakkabı",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","çok rahat ve çok güzel",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","4","Kullanılan süre 1 hafta ya da daha az tarihinden beri","dış mekan için uygun değil",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Ayakkabı çok rahat antrenman dışında sürekli ayakta çalışanlar için birebir",""
"5","https://www.decathlon.com.tr/r/kadin-siyah-spor-ayakkabi-500-fitmax-fitness/_/R-p-332952?mc=8843909&c=S%C4%B0YAH","fitness_kardiyo","Domyos","1750","4.6","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Efsane ürün kesinlikle tavsiye ederim",""
