"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kardeşim için aldım çok memnun kaldı voleybol için çok kullanışlı bir ürün tavsiye ederim",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kızıma voleybol kursu için aldım. Çok memnun",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","kızıma aldık voleybolda giyiniyor memnun",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kızımın voleybol kursu için aldık menun",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Alti kaymiyor çok rahat ve kullanışlı.kizim için aldım çok memnun kaldı.",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kızım için aldık. Kaliteli.",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","3","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Rahat ama kalite vasat",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Kaliteli ve dayanıklı bir ürün.",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kaliteli sağlam ürün",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Kızım için aldım güzel kaliteli ürün severek giyiyor",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Çok rahat yeğenim için aldım çok memnun voleybol oynarken kullanıyor",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 1 yıldan daha fazla tarihinden beri","kullanma esnasında kayma yapmıyor.
ikinci sefer aldik",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","rahat",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","oğlum kullanıyor basket oynamak için yere sağlam basıyor kayma yapmıyor kaliteli urun",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kızım için aldık. Voleybol antremanlarında eski spor ayakkabıları çok kayıyordu. Bunlar çok iyi tutunuyor, bu sayede daha iyi zıplamasına yardımcı oluyor. Biz çok memnun kaldık.",""
"6","https://www.decathlon.com.tr/r/cocuk-voleybol-ayakkabisi-beyaz-mavi-yesil-vs100-confort/_/R-p-334898?mc=8652834&c=BEYAZ_MAV%C4%B0","voleybol","Allsix","2190","4.7","5","","Çok rahat ve kullanisli",""
