"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","2","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","topuk kavrama kısmı oğluma çok sert geldi giyemedi",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","kaliteli uzun süre kullandık",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Üründen gayet memnun kaldık tekrar almak için kuzenimin çocuğa öneride bulunmak için geçmiş ürünlerimi kontrol ettim",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çocuğum çok memnun ama derisi çok çabuk döküldü, ayrıca yanlardan 2 kez açıldı ve değişim yaptık. Kullanım olarak çok memnunuz.",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel ürün",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Oğlum çok beğendi, rahat bir ayakkabı.",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Tüm mevsim geçişlerinde kullanılır çok kışlık değil",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Gayet kullanışlı ve şık",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Gayet kullanışlı, tavsiye ederim",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Kullanışlı ve tasarımı şık. Memnun kaldık.",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","çok iyi konforlu",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","rahat ve kalıtelı",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Gerçekten kullanışlı ayakta şık",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","tasarımı çok güzel, giyme çıkarması pratik.",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Daha önce aynı ayakkabının küçük numarasını da antreman için kullanmıştı.",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Oğlum decathlon basket ürünlerinin hepsini severek kullanıyor. Cırtcırtlı olması kullanım kolaylığı sağlıyor",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Hem hesaplı hem kaliteli",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Bu ayakkıbıdan üçüncü alışımız arada başka marka ayakkabılar tercih ettik ama decathlonun ayakkabıları kadar memnun kalmadık o yüzden ayak rahatlığı için çok iyi ve kullanışlı",""
"1","https://www.decathlon.com.tr/r/cocuk-basketbol-ayakkabisi-siyah-se100/_/R-p-303604?mc=8669461&c=S%C4%B0YAH","basketbol","Tarmak","1490","4.8","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Oğlum çok beğendi",""
