"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Başarılı, begendim.",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Esime hediye aldim. Memnun kaldi. Ayakkabi numarasina degil ayak olcusune (cm) gore alin.",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","4","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Bu ayakkabıyı ikinci kere alıyorum. Kalitesi ve sağlamlığıyla güzel bir marka ama sık sık basket oynuyorsanız ve ayakkabıyı zorlarsanız yanlardan yırtılmaya başlıyor. İlk aldığımda 500TL ödediğim ayakkabı bu fiyata nasıl çıktı hiç anlamadım. Diğer modeller de bu oranda bir artış yokken neden bu böyle?",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","basketbol günleri giyiyorum, ön tarafı sert parmaklara vuruyor pamuk koyuyorum",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Ürünün kalitesi çok iyi hem dışarda hemde salonda kullandım ayakkabıyı makinede yıkamama rağmen 2 yıldır kullaniyorum açılma yırtılma olmadı",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","4","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Gayet iyi bence",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Bence değil, çok daha güzel. Günlük kullanım için aldım bir basketbol topum yok ama bir bakset ayakkabım var.",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çok dayanıklı",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Giyimi kolay, tutuşu iyi yıpranmayı zamanla göreceğiz.",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kaliteli ürün",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kaliteli ürün",""
"4","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-kirmizi-protect-120/_/R-p-309607?mc=8540398&c=S%C4%B0YAH_KIRMIZI","basketbol","Tarmak","1990","4.5","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Fiyat performans ürünü",""
