"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Gayet güzel 1 sezon rahatlıkla çıkarttı lakkin makinade yıkamaya pek uygun değil 2 defa makinada yıkamam rağmen arka tarafı ve ön tarafı açıldı",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Tabanı geniş, bileği koruyan bir ayakkabı. Şık bir model, renk güzel. Ben memnun kaldım.",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Çok rahat",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","ayakkabı çok rahat ve kaliteli",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Ürün çok güzel ama yorumlara bakım 1 numara büyük aldık boşuna değişimle uğraşacam tam kalıpmış kendi bedeninizi alın",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","güzel sarıyor yumuşak taban fiyat iyiydi ama maalesef numarası uymadı 1 numara büyüğü alınabiliir",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Çok rahat çok kaliteli fiyat performans ürünğ",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Ürünün dışarıdan görünümü olsun,ayak tabanlık kısmının rahatlığı olsun vs gayet güzel ve günlük hayatta giyilebilecek bir ayakkabı...",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","yüksek bilekli fakat hafif yastıklaması güzel ve tutuşu gayet iyi",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel ayağımı tam kavrıyor normal bedenimi denedim olmadı bir büyük aldım ama benim ayaklarım etli",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","çok güzel ayakkabı yanlız 45 numara giymeme rağmen 47 numara oldu numaralandırma da yanlışlık var mağazadan denemeden almayın derim ayakkabı performans olarak çok rahat ve şık",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","tam bir fiyat performans ayakkabısi harika",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 7 ile 12 ay arası tarihinden beri","Decatlon benim ve ailem için ürünlerinin arkasında duran mağaza demek. Güven demek, Bu ayakkabının kalıbı çok özel gerçekten, oğlumun ayakları taraklı büyük 45 numara aldık en rahat ettiği kalıb bu .",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Mükemmel",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","4 ay kullandım ve ayakkabı tabanı parçalandı nasıl yenisini alacağımı bilemiyorum gerisi gayet iyi",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Güzel bir ayakkabı biraz kayıyor",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çok güzel basketbol oynarken hiç bir şekilde kaymıyor",""
"7","https://www.decathlon.com.tr/r/yetiskin-siyah-spor-ayakkabi-se-500-high-basketbol/_/R-p-346012?mc=8817532&c=BEYAZ","basketbol","Tarmak","3250","4.7","0","4","Kullanılan süre 7 ile 12 ay arası tarihinden beri","Gündelik kullanım için de uygun rahat ve fiyat performans ürünü",""
