"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Oğlum için aldım. Beğenerek giyiyor.",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çok kaliteli ve rahat",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","İki yıldır sapasağlam çok rahat ve mukemmel",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Salon sporlarının hepsinde kullandım ve gayet güzel, görünümü sebebiyle çokta dikkat çekici performansı fiyata göre çok çok iyi",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","4","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Çok başarılı.",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Malzemesi çok kaliteli ve rahat kış, sonbahar, ilkbahar için uygun",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 2 yıldan daha fazla tarihinden beri","Bu ayakkabıyı oğluma yıllarca her numarasını aldık.tekrar üretilip satılmasını istiyoruz.neden bitirdiniz bu renk ve modeli.aatışta görmek istiyoruz.",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 7 ile 12 ay arası tarihinden beri","Renginden tasarımına rahatlığından kullanım kolaylığına kadar parasının hakkını veren bir ürün al tepe tepe kullan dedikleri şey bu",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ürün çok kaliteli",""
"12","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-beyaz-ss500/_/R-p-144026?mc=8790076&c=BEYAZ_MAV%C4%B0_KIRMIZI","basketbol","Tarmak","3850","4.7","0","5","Kullanılan süre 2 yıldan daha fazla tarihinden beri","kesinlikle tavsiye ederim çok beğendim ve aldım. outdoor için kullanıyorum ve çok memnunum",""
