"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Çok iyi oğlum basketbol oynuyor çok rahat",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ürün gerçekten çok rahat ve esnek bir ürün tek hatası belli bir kullanımdan sonra kayma yapabiliyor ama genede dalında iyi bir basketbol salon ayakkabısı",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Fiyat performans",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Kullandığım en rahat ayakkabıydı, görüntü itibarı ile de göze hitap ediyor, tek sorunu bir süre sonra ön üst taraftaki astar açılmaya başlıyor, taraklı ayaklara sahipseniz pek tavsiye etmem.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Merhaba,
Ürn gayet iyi, zemin tutuşunda daha iyi olabilirdi, hafif kaydırma var.
Tavsiye ederim",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Fazlasıyla başarılı.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Voleybolda kullanıyorum bilek desteği ve tutuşu gayet iyi hafif ama biraz etli",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ayağı iyi kavrıyor, çok hafif ve rahat.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ayakkabı konforu, dengesi, desteği vs birçok açıdan çok iyi, tek bir sorunum var. O da 5 cm kadar kalan bağcık boyu, ayakkabıyı kendi bağcıkları ile düğümlemek pek mümkün olmuyor ne yazık ki.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","gayet güzel ve beklediğim gibi bir ayakkabı. yine Decathlon kalitesi ile karşı karşıyayız. bileği tam kavrıyor ve hafif.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","","Kalitesi ve kullanımı güzel. tavsiye ederim.",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 7 ile 12 ay arası tarihinden beri","çok güzel",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","çok iyi",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Şık ve rahat",""
"11","https://www.decathlon.com.tr/r/yetiskin-basketbol-ayakkabisi-siyah-fast-900-low-1/_/R-p-343952?mc=8933362&c=S%C4%B0YAH_MOR","basketbol","Tarmak","3890","4.7","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Çok rahat basketbol oynarken bilekleri sarıyor buda spor yaparken kolaylık sağlıyor.",""
