"URUN_NO","LINK_AD","SPOR_DALI","MARKA","FIYAT","TUM_YILDIZ","TUM_YORUM","YORUM_YILDIZ","YORUM_KULLANIM_SURESI","YORUM","YORUMUN_POLARITESI"
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","oldukca rahat",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","3","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ayakkabının dikenli bitkilere karşı koruması güzel. Yaz kullanımı için uygun.ilk kullanımda ayakları sıkıyor.bir beden büyük alınabilir. avda çok engebeli arazide kullanıyorum tutuşu iyi ama dişler tamamen eridi.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","3","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Tabanı çok kalın, hem avantaj hem dezavantaj. Araba kullanmaya pek uygun değil.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","2","Kullanılan süre 3 ile 6 ay arası tarihinden beri","aldığım tarihten itibaren bir yıl içinde yanalrdan açılma oldu gittim değiştirdim aynı şey yine oldu tavsiye etmem.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","BUNU ALDUM MÜKEMMEL SU KAÇIRMAZ KARLI YAĞIŞLI HAVALARDA BİR DAMLA SU KAÇIRMADI . TEK KUSURU TABANLIĞI BİRAZ İNCE DİZE YÜK BİNDİRİYOR . TABANLIK ALINCA O SORUNDA KALKIYOR ZATEN ÇOK İYİ BİR BOT",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Oğluma aldım. Çok beğendim. Tavsiye ederim.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","1","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","nisan 2025 te aldım ve ekim 2025 te kullanmaya başladım 10 kere kullanmadan tabanı parçalandı. inanılmaz derecede rahatsız bir bot.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","UYGUN FİYATLI OLDUĞU İÇİN ALDIM ŞEHİRİÇİ GÜNLÜK KULANACAĞIM BİR KEZ GİYDİM HAFİF RAHAT",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Fiyat çok uygun performansı iyi",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Bu fiyata oldukça sağlam ve şık bir ürün. Bir numara büyük alın kalıp biraz dar.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","çok sağlam",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Tam ayak numarasına göre aldım ve bağcık başlangıç yerinde sıkma yapıyor ayağı bir beden büyük aldım tam oturdu",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","1","Kullanılan süre 1 hafta ya da daha az tarihinden beri","45 numara aldım ayağıma hiç olmadı. 1 değil, 2 numara büyük alınması gerekiyor.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Uygun fiyatlı bir ürün",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","42 numara rengi geldi ama fiyat performas ürünü",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Ürün fp ürünü",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Çok güzel tavsiye ederim.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","4","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","güzel fakat yan kısımları bıraz sıkıyor",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Merhaba, çok memnunum teşekkür ederim",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","ürün gerçekten harika 42 numara ayakkabı giyiyorum normalde ama bu üründe 43 oluyor oldukça sağlam 2 sefer aynı üründen aldım tek kelimeyle fiyat performans ürünü",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Şimdilik sonbahar aylarında kullandım. ilk zaman sağ ayak dışta hafif bir vurma oldu. Bağcığı bol tutarak bir süre giydim. Şu an rahat. Bot gibi göründüğü için terletme yapar diye düşünüyordum ama havalar ısınmış olmasına rağmen henüz terletmedi. Yazın ne olur bakacağız. Geçen hafta kampta çivi üzerine basmışım. Topuk kısmı yüksek olduğu için zarar vermedi. Ayakta duruşu görüntü olarakta hoşuma gitti.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","kaliteli",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","3","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Tasarımı guzel yürüyüş icin uygun. Ama uzun sureli kullanimda agri yapiyor ortopedik taban kullanarak bu sıkıntıyı giderebilirsiniz",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","Bu fiata mukemmel cok rahat bir urun tavsiye ederim",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","Fiyatının ürünü.",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 3 ile 6 ay arası tarihinden beri","başarılı",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 2 ile 8 hafta arası tarihinden beri","çok sağlam bir ürün ancak biraz sert tabanı",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Kalıbı dar alacaklar düşünerek almalı biz iade edip başka bir ürün aldık",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 1 hafta ya da daha az tarihinden beri","Aldığım bot bir numara küçük oldu değişim istiyorum bir numara büyüğünü 44numara geldi 45numarasini istiyorum",""
"19","https://www.decathlon.com.tr/r/erkek-deri-avci-botu-kahverengi-avcilik-ve-doga-gozlemi-crosshunt-100-d/_/R-p-302216?mc=8503783","avcilik","Solognac","1290","4.4","0","5","Kullanılan süre 1 yıldan daha fazla tarihinden beri","kullanışlı ve sağlam bir yapısı var. gündelik kullanımda bile kullanıyorum.",""
